start,end,length_hours
2014-05-25 01:00:00+00:00,2014-05-25 02:00:00+00:00,1.0
2014-05-25 03:00:00+00:00,2014-05-25 04:00:00+00:00,1.0
2014-05-25 15:00:00+00:00,2014-05-25 16:00:00+00:00,1.0
2014-05-26 21:00:00+00:00,2014-05-26 22:00:00+00:00,1.0
2014-05-27 09:00:00+00:00,2014-05-27 10:00:00+00:00,1.0
2014-05-28 11:00:00+00:00,2014-05-28 12:00:00+00:00,1.0
2014-05-29 02:00:00+00:00,2014-05-29 03:00:00+00:00,1.0
2014-05-30 16:00:00+00:00,2014-05-30 17:00:00+00:00,1.0
2014-05-30 20:00:00+00:00,2014-05-30 21:00:00+00:00,1.0
2014-05-31 11:00:00+00:00,2014-05-31 12:00:00+00:00,1.0
2014-05-31 17:00:00+00:00,2014-05-31 18:00:00+00:00,1.0
2014-06-02 07:00:00+00:00,2014-06-02 08:00:00+00:00,1.0
2014-06-02 11:00:00+00:00,2014-06-02 12:00:00+00:00,1.0
2014-06-02 16:00:00+00:00,2014-06-02 17:00:00+00:00,1.0
2014-06-03 17:00:00+00:00,2014-06-03 18:00:00+00:00,1.0
2014-06-04 14:00:00+00:00,2014-06-04 15:00:00+00:00,1.0
2014-06-05 09:00:00+00:00,2014-06-05 10:00:00+00:00,1.0
2014-06-05 16:00:00+00:00,2014-06-05 17:00:00+00:00,1.0
2014-06-05 22:00:00+00:00,2014-06-05 23:00:00+00:00,1.0
2014-06-06 04:00:00+00:00,2014-06-06 05:00:00+00:00,1.0
2014-06-06 15:00:00+00:00,2014-06-06 16:00:00+00:00,1.0
2014-06-09 10:00:00+00:00,2014-06-09 11:00:00+00:00,1.0
2014-06-10 13:00:00+00:00,2014-06-10 15:00:00+00:00,2.0
2014-06-11 10:00:00+00:00,2014-06-11 11:00:00+00:00,1.0
2014-06-12 16:00:00+00:00,2014-06-12 17:00:00+00:00,1.0
2014-06-13 13:00:00+00:00,2014-06-13 14:00:00+00:00,1.0
2014-06-14 09:00:00+00:00,2014-06-14 10:00:00+00:00,1.0
2014-06-15 02:00:00+00:00,2014-06-15 03:00:00+00:00,1.0
2014-06-16 00:00:00+00:00,2014-06-16 01:00:00+00:00,1.0
2014-06-18 05:00:00+00:00,2014-06-18 06:00:00+00:00,1.0
2014-06-19 10:00:00+00:00,2014-06-19 11:00:00+00:00,1.0
2014-06-19 13:00:00+00:00,2014-06-19 14:00:00+00:00,1.0
2014-06-20 07:00:00+00:00,2014-06-20 08:00:00+00:00,1.0
2014-06-20 22:00:00+00:00,2014-06-20 23:00:00+00:00,1.0
2014-06-22 07:00:00+00:00,2014-06-22 08:00:00+00:00,1.0
2014-06-22 20:00:00+00:00,2014-06-22 21:00:00+00:00,1.0
2014-06-23 20:00:00+00:00,2014-06-23 21:00:00+00:00,1.0
2014-06-24 04:00:00+00:00,2014-06-24 05:00:00+00:00,1.0
2014-06-24 07:00:00+00:00,2014-06-24 08:00:00+00:00,1.0
2014-06-26 01:00:00+00:00,2014-06-26 02:00:00+00:00,1.0
2014-06-26 16:00:00+00:00,2014-06-26 17:00:00+00:00,1.0
2014-06-26 20:00:00+00:00,2014-06-26 21:00:00+00:00,1.0
2014-06-27 06:00:00+00:00,2014-06-27 07:00:00+00:00,1.0
2014-06-29 08:00:00+00:00,2014-06-29 09:00:00+00:00,1.0
2014-06-30 07:00:00+00:00,2014-06-30 08:00:00+00:00,1.0
2014-06-30 23:00:00+00:00,2014-06-30 23:00:00+00:00,0.0
